Grid_ID,UnitName,Village_Area_Name
1303_1303,R.T.Nagar Traffic PS,SANJAYA NAGAR
1303_1706,Yeshwanthapura PS,L.N. COLONY
1303_1758,R.T.Nagar Traffic PS,R.T.nagar
1303_1788,R.T.Nagar Traffic PS,R.T.nagar
1303_6703,Govindapura PS,Govindapura
1303_7582,K G Halli Traffic PS,K.G.Halli Traffic Police Station
1303_7702,R.M.C. Yard PS,Goraguntepalya Circle
1303_7703,Ramamurthy Nagar PS,AKSHYA NAGAR
1303_7705,Sanjay Nagar PS,CENTRAL EXCISE LAYOUT
1303_7723,Amruthahally PS,Kempapura
1303_7729,R.T. Nagar PS,CHAMUNDI NAGAR
1303_7732,Jalahalli Traffic PS,S M ROAD
1303_7733,Jalahalli Traffic PS,S M ROAD
1303_7736,Amruthahally PS,Sandyagappa Reddy Lay Out
1303_7737,Banaswadi PS,Lingarajpura
1303_7744,Govindapura PS,Govindapura
1303_7747,Jalahalli Traffic PS,S M ROAD
1303_7748,Peenya PS,Karihobhanahalli
1303_7749,Peenya PS,Karihobhanahalli
1303_7750,Peenya PS,Chokkasandra
1303_7751,Peenya Traffic PS,T DASARAHALLI
1303_7752,Peenya Traffic PS,T DASARAHALLI
1303_7753,Jalahalli PS,HMT FACTORY.
1303_7754,Jalahalli PS,BALAJI NARSING HOME
1303_7755,Rajajinagar Traffic PS,Mahalakshmi Puram
1303_7756,R.T.Nagar Traffic PS,SANJAYA NAGAR
1303_7757,R.T.Nagar Traffic PS,SANJAYA NAGAR
1303_7758,R.T.Nagar Traffic PS,R.T.nagar
1303_7759,R.T. Nagar PS,CHAMUNDI NAGAR
1303_7760,Rajajinagar Traffic PS,Mahalakshmi Layout
1303_7761,K G Halli Traffic PS,K.G.Halli Traffic Police Station
1303_7762,Hennur PS,HBR LAYOUT
1303_7763,Hennur PS,HBR LAYOUT
1303_7764,Hennur PS,HBR Layout
1303_7765,Hennur PS,Hennur Bande.
1303_7766,K.R. Puram PS,REVANNA LAYOUT
1303_7767,K.R.Puram Traffic PS,KALKERE
1303_7768,K.R.Puram Traffic PS,KALKERE
1303_7769,K.R. Puram PS,V.B. LAYOUT
1303_7770,K.R. Puram PS,V.B. LAYOUT
1303_7771,K.R. Puram PS,V.B. LAYOUT
1303_7773,Thalaghattapura PS,Gaviyanapalya
1303_7774,Whitefield Traffic PS,KADUGODI HOSKOTE MAIN ROAD
1303_7775,Kadugodi PS,DODDABANAHALLY
1303_77756,Sanjay Nagar PS,NAGASHETTYHALLI
1303_7776,Whitefield Traffic PS,KADUGODI HOSKOTE MAIN ROAD
1303_7777,Kadugodi PS,KANNAMANGALA
1303_7787,R.T.Nagar Traffic PS,R.T.nagar
1303_7788,R.T.Nagar Traffic PS,R.T.nagar
1304_1304,Peenya PS,T.Dasarahalli
1304_1752,Bagalagunte PS,SANTHOSH NAGAR
1304_7676,R.T.Nagar Traffic PS,R.T.nagar
1304_7721,R.M.C. Yard PS,Relaince market
1304_7732,Rajajinagar Traffic PS,Ullas Talkies road
1304_7733,Subramanyanagar PS,SUBRAMANYA NAGAR
1304_7734,K.R. Puram PS,V.B. LAYOUT
1304_7735,Gangammana Gudi PS,ABBIGERE LAKSMIPURA VIJAYALAKSHMI LAYOUT PASHCIM COUNTY VISHWESHWARAIAH ENCLAVE THAMMAYYA LAYOUT
1304_7736,Devarajeevanahalli PS,MODI ROAD
1304_7739,Kothanur PS,NAGARESHWARA NAGENAHALLI
1304_7742,Hulimavu PS,BASAVANAPURA
1304_7747,Peenya PS,Havanru Badavane
1304_7748,Peenya PS,Karihobhanahalli
1304_7749,Peenya Traffic PS,T DASARAHALLI
1304_7750,Peenya PS,T.Dasarahalli
1304_7751,Peenya PS,T.Dasarahalli
1304_7752,Peenya PS,Peenya Second Block
1304_7753,Jalahalli PS,HMT FACTORY.
1304_7754,Jalahalli PS,BALAJI NARSING HOME
1304_7755,Jalahalli PS,BALAJI NARSING HOME
1304_7756,Jalahalli PS,POORNAPURA.
1304_7757,R.T.Nagar Traffic PS,SANJAYA NAGAR
1304_7758,R.T.Nagar Traffic PS,R.T.nagar
1304_7759,Sanjay Nagar PS,CENTRAL EXCISE LAYOUT
1304_7760,Hebbal PS,v.Nagenahalli
1304_7761,Kadugondana Halli PS,DODANNA LAYOUT
1304_7762,Hennur PS,Agara
1304_7763,Hennur PS,Agara
1304_7764,Hennur PS,Maruthi Layout
1304_7765,Hennur PS,Ashirvad Colony
1304_7766,Hennur PS,Ashirvad Colony
1304_7767,K.R. Puram PS,DEVASANDRA MAIN ROAD
1304_7768,Yelahanka New Town PS,ANATHAPURA GATE
1304_7769,K.R. Puram PS,HOODI ROAD
1304_7770,K.R. Puram PS,V.B. LAYOUT
1304_7771,K.R. Puram PS,OLD MADRAS ROAD NEAR BUS STAND
1304_7772,K.R. Puram PS,HOODI ROAD
1304_7773,Bandepalya PS,MANGAMMANAPALYA
1305_6523,Bagalagunte PS,SANTHOSH NAGAR
1305_6875,Bagalagunte PS,BAGALAGUNTE
1305_7702,Mahalakshmipuram PS,Mahalakshmi layout
1305_7703,R.M.C. Yard PS,Marappanapalya
1305_7705,Gangammana Gudi PS,KAMMAGONDANAHALLI
1305_7712,Varthur PS,VARTHUR
1305_7713,R.M.C. Yard PS,S R S Road
1305_7725,Gangammana Gudi PS,KAMMAGONDANAHALLI
1305_7728,Soladevanahalli PS,CHIKKABANAVARA
1305_7729,Jalahalli Traffic PS,HEASRGHATTA MAIN ROAD
1305_7730,Soladevanahalli PS,TARABANA HALLI
1305_7731,Soladevanahalli PS,TARABANA HALLI
1305_7732,Rajajinagar Traffic PS,NANDINI LAYOUT
1305_7733,Yeshwanthapura Traffic PS,R M C YARD
1305_7738,Devanahalli Traffic PS,Bagaluru Circle
1305_7744,Annapoorneshwari Nagar PS,D GROUP LAY OUT
1305_7749,Peenya PS,Nelagadranahalli
1305_7750,Peenya PS,Havanru Badavane
1305_7751,Peenya PS,T.Dasarahalli
1305_7752,Jalahalli Traffic PS,AIR FORCE EAST ROAD
1305_7753,Gangammana Gudi PS,KAMMAGONDANAHALLI
1305_7754,Jalahalli PS,SUNDHARANAGARA
1305_7755,Jalahalli PS,BEL COLONY
1305_7756,Vidyaranyapura PS,Doddabommasandra
1305_7757,Subramanyanagar PS,GAYATHRINAGAR
1305_7758,Kodigehalli PS,Amaco layout
1305_7759,Kodigehalli PS,Byatarayanapura
1305_7760,Amruthahally PS,Bhuvaneshwari nagar
1305_7761,Sampigehalli PS,ANJANDRI LAYOUT
1305_7762,Sampigehalli PS,ANJANDRI LAYOUT
1305_7763,Hennur PS,Agara
1305_7764,Hennur PS,Hennur Bande.
1305_7765,Kothanur PS,BYRATHI CROSS
1305_7766,Kothanur PS,Beleshivale
1305_7767,Devanahalli Traffic PS,kottanoor
1305_7773,K.R. Puram PS,Other
1305_7776,Amruthahally PS,Snehanagar
1306_1365,R.M.C. Yard PS,Marappanapalya
1306_1754,Jalahalli Traffic PS,AIR FORCE EAST ROAD
1306_7698,Amruthahally PS,Snehanagar
1306_7710,R.M.C. Yard PS,Relaince market
1306_7713,R.M.C. Yard PS,Goraguntepalya Circle
1306_7723,Bagalagunte PS,KALYANA NAGARA
1306_7728,Jalahalli Traffic PS,HEASRGHATTA MAIN ROAD
1306_7731,Soladevanahalli PS,HURULICHIKKANAHALLI
1306_7748,Peenya Traffic PS,T DASARAHALLI
1306_7749,Peenya PS,Havanru Badavane
1306_7750,Soladevanahalli PS,CHIKKABANAVARA
1306_7751,Soladevanahalli PS,CHIKKABANAVARA
1306_7752,Jalahalli Traffic PS,AIR FORCE EAST ROAD
1306_7753,Jalahalli Traffic PS,AIR FORCE EAST ROAD
1306_7754,Vidyaranyapura PS,M.S.Palya
1306_7755,Vidyaranyapura PS,Chamundeshwari layout
1306_7756,Vidyaranyapura PS,Doddabommasandra
1306_7757,Malleshwaram PS,Malleswaram
1306_7758,Kodigehalli PS,Byatarayanapura
1306_7759,Hebbal Traffic PS,vidyaranyapura
1306_7760,Amruthahally PS,Snehanagar
1306_7761,Sampigehalli PS,Telecom layout
1306_7762,Sampigehalli PS,BASAVALINGAPPA LAYOUT
1306_7763,Sampigehalli PS,M.C.E.C.H.S.LAYOUT RIGHT SIDE
1306_7764,Kothanur PS,BYRATHI CROSS
1306_7765,Kothanur PS,Beleshivale
1306_7766,Kothanur PS,Beleshivale
1306_7767,Devanahalli Traffic PS,kottanoor
1306_8022,Rajarajeshwari Nagar PS,out side area
1307_7701,Amruthahally PS,Bhuvaneshwari nagar
1307_7707,Jalahalli Traffic PS,AIR FORCE EAST ROAD
1307_7726,Jalahalli Traffic PS,AIR FORCE EAST ROAD
1307_7729,Soladevanahalli PS,HESARAGHATTA
1307_7745,Sampigehalli PS,AGRAHARA VILLAGE
1307_7748,Jalahalli Traffic PS,HEASRGHATTA MAIN ROAD
1307_7749,Jalahalli Traffic PS,HEASRGHATTA MAIN ROAD
1307_7750,Soladevanahalli PS,HESARUGHATTA
1307_7751,Gangammana Gudi PS,ABBIGERE LAKSMIPURA VIJAYALAKSHMI LAYOUT PASHCIM COUNTY VISHWESHWARAIAH ENCLAVE THAMMAYYA LAYOUT
1307_7752,Soladevanahalli PS,TARABANA HALLI
1307_7753,Vidyaranyapura PS,M.S.Palya
1307_7754,Gangammana Gudi PS,KUVEMPUNAGAR
1307_7755,Vidyaranyapura PS,Basavasamithi Layout
1307_7756,Vidyaranyapura PS,Basavasamithi Layout
1307_7757,Sanjay Nagar PS,U.A.S LAYOUT
1307_7758,Kodigehalli PS,Thindlu
1307_7759,Pulakeshinagar  PS,COOKE TOWN
1307_7760,Amruthahally PS,Jakkuru Jakkur layout
1307_7761,Chikkajala Traffic PS,R K HEGGADE NAGAR MAIN ROAD
1307_7762,Sampigehalli PS,BASAVALINGAPPA LAYOUT
1307_7763,Devanahalli Traffic PS,kottanoor
1307_7764,Kothanur PS,NAGARESHWARA NAGENAHALLI
1307_7765,Devanahalli Traffic PS,kottanoor
1307_7766,Kothanur PS,CHIKKAGUBBI
1307_7767,Kothanur PS,Beleshivale
1307_7787,Peenya PS,Chokkasandra
1307_8018,Kengeri PS,VALAGERE HALLI POLICE QUARTARS
1308_753,Vidyaranyapura PS,M.S.Palya
1308_7728,Jalahalli Traffic PS,HEASRGHATTA MAIN ROAD
1308_7729,Soladevanahalli PS,HESARUGHATTA
1308_7731,Rajajinagar Traffic PS,KURUBARA HALLI
1308_7733,Subramanyanagar PS,RAJAJINAGAR D BLOCK
1308_7740,Bagalur PS,BAGALUR VILLAGE
1308_7748,Soladevanahalli PS,CHIKKABANAVARA
1308_7749,Soladevanahalli PS,CHIKKABANAVARA
1308_7750,Soladevanahalli PS,CHIKKABANAVARA
1308_7751,Soladevanahalli PS,TARABANA HALLI
1308_7752,Peenya Traffic PS,T DASARAHALLI
1308_7753,Vidyaranyapura PS,M.S.Palya
1308_7754,Vidyaranyapura PS,M.S.Palya
1308_7755,Vidyaranyapura PS,AMS LAYOUT
1308_7756,Vidyaranyapura PS,SRINIDHI LAYOUT
1308_7758,Yelahanka Traffic PS,JUDISIONLAYOUT
1308_7759,Yelahanka Traffic PS,YELAHANKA
1308_7760,Amruthahally PS,Jakkuru Jakkur layout
1308_7761,Sampigehalli PS,BASAVALINGAPPA LAYOUT
1308_7762,Sampigehalli PS,M.C.E.C.H.S.LAYOUT RIGHT SIDE
1308_7763,Sampigehalli PS,AGRAHARA VILLAGE
1308_7764,Kothanur PS,R.K.HEGADE NAGAR
1308_7765,Hennur PS,HBR Layout
1308_7766,Kothanur PS,CHIKKAGUBBI
1308_7767,Kothanur PS,CHIKKAGUBBI
1308_7777,Soladevanahalli PS,HESARUGHATTA
1308_8020,Jayanagar PS,Fourth T Block Jayanagar
1309_7634,Malleshwaram Traffic PS,SUBRAMANYANAGAR
1309_7728,Byadarahalli PS,Herohalli
1309_7729,Byadarahalli PS,Andrahalli
1309_7730,Soladevanahalli PS,HESARAGHATTA
1309_7748,Soladevanahalli PS,CHIKKABANAVARA
1309_7749,Soladevanahalli PS,SILUVEPURA
1309_7750,Jalahalli Traffic PS,HEASRGHATTA MAIN ROAD
1309_7752,Soladevanahalli PS,TARABANA HALLI
1309_7753,Vidyaranyapura PS,M.S.Palya
1309_7754,Vidyaranyapura PS,SRINIDHI LAYOUT
1309_7755,Vidyaranyapura PS,M.S.Palya
1309_7756,Yelahanka Traffic PS,NEAR G K V K DOBBAL ROAD
1309_7757,Yelahanka Traffic PS,YELAHANKA NEWTOWN
1309_7758,Yelahanka Traffic PS,A SECTOR
1309_7759,Yelahanka Traffic PS,YELAHANK A
1309_7760,Yelahanka PS,K.H.B Colony
1309_7761,Sampigehalli PS,AGRAHARA VILLAGE
1309_7762,Sampigehalli PS,AGRAHARA VILLAGE
1309_7763,Sampigehalli PS,AGRAHARA VILLAGE
1309_7764,Bagalur PS,KANNUR VILLAGE
1309_7765,Bagalur PS,KANNUR VILLAGE
1309_7766,Bagalur PS,KANNUR VILLAGE
1309_7771,Bagalur PS,CHOKKANAHALLI VILLAGE
1309_7820,Bandepalya PS,SOMASUNDARAPALYA
1309_8020,Jayanagar PS,Fourth T Block Jayanagar
130_773,Rajajinagar Traffic PS,Twelth main road
130_7732,Rajajinagar Traffic PS,MAHALAKSHMI LAYOUT
130_774,Rajajinagar Traffic PS,Twelth main road
130_775,Rajajinagar Traffic PS,Twelth main road
1310_1310,Soladevanahalli PS,CHIKKABANAVARA
1310_7725,Yelahanka New Town PS,ATTUR LAYOUT
1310_7730,HSR Layout PS,OTHER
1310_7731,Rajajinagar Traffic PS,RAJAJINAGARA
1310_7747,Jalahalli Traffic PS,HEASRGHATTA MAIN ROAD
1310_7748,Soladevanahalli PS,SILUVEPURA
1310_7749,Soladevanahalli PS,SILUVEPURA
1310_7750,Soladevanahalli PS,HURULICHIKKANAHALLI
1310_7751,Soladevanahalli PS,SILUVEPURA
1310_7752,Jalahalli Traffic PS,HEASRGHATTA MAIN ROAD
1310_7753,Jalahalli Traffic PS,HEASRGHATTA MAIN ROAD
1310_7754,Yelahanka New Town PS,DODDABETTAHALLI
1310_7755,Yelahanka New Town PS,INDUSTRIAL AREA
1310_7756,Yelahanka Traffic PS,YELAHANKA NEWTOWN
1310_7757,Yelahanka New Town PS,INDUSTRIAL AREA
1310_7758,Yelahanka Traffic PS,YEALAHANKA NEW TOWN
1310_7759,Yelahanka New Town PS,ATTUR LAYOUT
1310_7760,Yelahanka PS,Venkatala
1310_7761,Yelahanka PS,Venkatala
1310_7762,Sampigehalli PS,AGRAHARA VILLAGE
1310_7763,Bagalur PS,KANNUR VILLAGE
1310_7764,Bagalur PS,KANNUR VILLAGE
1310_7765,Bagalur PS,KANNUR VILLAGE
1310_7771,Bagalur PS,CHOKKANAHALLI VILLAGE
1310_7818,K.R. Puram PS,V.B. LAYOUT
1311_7721,Bagalagunte PS,KALYANA NAGAR
1311_7733,Yeshwanthapura Traffic PS,R M C YARD
1311_7737,Varthur PS,KODATI SULIKUNTE AMBEDKAR NAGARA
1311_7742,BIAL PS,Power House
1311_7746,Jalahalli Traffic PS,HEASRGHATTA MAIN ROAD
1311_7748,Soladevanahalli PS,HESARAGHATTA
1311_7750,Chikkajala Traffic PS,RAZAQ PALYA
1311_7751,Jalahalli Traffic PS,HEASRGHATTA MAIN ROAD
1311_7752,Jalahalli Traffic PS,HEASRGHATTA MAIN ROAD
1311_7755,Yelahanka Traffic PS,VEERASAGRAA MAIN ROAD
1311_7756,Yelahanka New Town PS,INDUSTRIAL AREA
1311_7757,Yelahanka Traffic PS,D B PURA ROAD NEAR RAMANASRI HOTEL
1311_7758,Yelahanka New Town PS,ANATHAPURA GATE
1311_7759,Yelahanka New Town PS,DODDABETTAHALLI
1311_7760,Yelahanka Traffic PS,YELAHANKA
1311_7761,Bagalur PS,CHOKKANAHALLI VILLAGE
1311_7762,Yelahanka PS,Kattigenahalli kere
1311_7763,Bagalur PS,CHOKKANAHALLI VILLAGE
1311_7764,Bagalur PS,KANNUR VILLAGE
1311_7765,Banaswadi PS,Sena Vihar
1311_7767,Bagalur PS,CHOKKANAHALLI VILLAGE
1311_7768,Bagalur PS,CHOKKANAHALLI VILLAGE
1311_7771,Bagalur PS,CHOKKANAHALLI VILLAGE
1312_7712,K.R. Puram PS,OLD MADRAS ROAD NEAR BUS STAND
1312_7721,K.R. Puram PS,HOODI ROAD
1312_7723,Bagalagunte PS,SHETTI HALLI
1312_7725,Rajajinagar Traffic PS,NANDINI LAYOUT
1312_7731,Yeshwanthapura Traffic PS,R M C YARD
1312_7732,Yeshwanthapura Traffic PS,R M C YARD
1312_7733,Yeshwanthapura Traffic PS,R M C YARD
1312_7734,Annapoorneshwari Nagar PS,PAAPA READY PALYA
1312_7736,Suddaguntepalya PS,Maruthi layout
1312_7742,BIAL PS,Power House
1312_7745,Soladevanahalli PS,HESARAGHATTA
1312_7747,Soladevanahalli PS,HESARUGHATTA
1312_7748,Soladevanahalli PS,HESARAGHATTA
1312_7749,Jalahalli Traffic PS,HEASRGHATTA MAIN ROAD
1312_7750,Soladevanahalli PS,HURULICHIKKANAHALLI
1312_7751,Annapoorneshwari Nagar PS,FOURTH BLOCK NAGARABHAVI BEHIND SBI BANK
1312_7752,K.R. Puram PS,OLD MADRAS ROAD NEAR BUS STAND
1312_7753,Yelahanka Traffic PS,YELAHANKA NEW TOWN
1312_7755,Varthur PS,R G HALLI SIIAPURA TUBARAHALLI
1312_7756,Yelahanka Traffic PS,DODDABALLAPUR MAIN ROAD NEAR KECHANAHALLI GATE
1312_7757,Yelahanka New Town PS,ANATHAPURA GATE
1312_7758,Yelahanka Traffic PS,DODDABALLAPUR MAIN ROAD NEAR KECHANAHALLI GATE
1312_7760,Yelahanka Traffic PS,YELAHANKA
1312_7761,Bagalur PS,CHOKKANAHALLI VILLAGE
1312_7762,Yelahanka Traffic PS,D B PURA ROAD NEAR RAMANASRI HOTEL
1312_7763,Bagalur PS,CHOKKANAHALLI VILLAGE
1312_7764,Bagalur PS,CHOKKANAHALLI VILLAGE
1312_7765,Banaswadi PS,Lingarajpura
1312_7766,Bagalur PS,CHOKKANAHALLI VILLAGE
1312_7767,K.R. Puram PS,T.C.PALYA
1312_7768,Bagalur PS,CHOKKANAHALLI VILLAGE
1312_7769,Bagalur PS,CHOKKANAHALLI VILLAGE
1312_8023,Jayanagar PS,ICICI Bank Circle
1312_8026,Jayanagar PS,Eighth Block Jayanagar
1313_1170,K.R. Puram PS,HOODI ROAD
1313_7713,R.M.C. Yard PS,Relaince market
1313_7731,R.M.C. Yard PS,Relaince market
1313_7732,Yeshwanthapura Traffic PS,R M C YARD
1313_7733,Yeshwanthapura Traffic PS,R M C YARD
1313_7740,Devanahalli Traffic PS,Kannamangala palya gate
1313_7745,Jalahalli Traffic PS,HEASRGHATTA MAIN ROAD
1313_7747,Soladevanahalli PS,HESARAGHATTA
1313_7748,Jalahalli Traffic PS,HEASRGHATTA MAIN ROAD
1313_7749,Soladevanahalli PS,HESARAGHATTA
1313_7751,Yelahanka New Town PS,CHIKKABOMMASANDRA
1313_7753,R.M.C. Yard PS,Goraguntepalya Circle
1313_7756,Malleshwaram PS,Malleshwara
1313_7757,Byadarahalli PS,Herohalli
1313_7758,Yelahanka New Town PS,ANATHAPURA GATE
1313_7759,Chikkajala Traffic PS,MVIT JUNCTION
1313_7760,Yelahanka New Town PS,INDUSTRIAL AREA
1313_7761,Chikkajala Traffic PS,MVIT JUNCTION
1313_7762,Chikkajala PS,BHOVIPALYA
1313_7763,Bagalur PS,CHOKKANAHALLI VILLAGE
1313_7766,Bagalur PS,BAGALUR VILLAGE
1313_7768,Devanahalli Traffic PS,Bagaluru Circle
1313_7769,Bagalur PS,CHOKKANAHALLI VILLAGE
1313_7770,K.R. Puram PS,K.R.PURA
1313_7771,Bagalur PS,CHOKKANAHALLI VILLAGE
1313_7772,Bagalur PS,CHOKKANAHALLI VILLAGE
1313_7845,Hennur PS,Geddalahalli
1314_7712,Banaswadi PS,kammanahalli main road
1314_7725,Rajajinagar Traffic PS,LAGGERE BRIDGE
1314_7732,Yeshwanthapura Traffic PS,R M C YARD
1314_7733,Yeshwanthapura Traffic PS,R M C YARD
1314_7742,Devanahalli PS,MADDAIAH STREET
1314_7743,Devanahalli PS,GIRIYAMMA CIRCEL
1314_7746,Jalahalli Traffic PS,HEASRGHATTA MAIN ROAD
1314_7748,Soladevanahalli PS,HESARUGHATTA
1314_7750,Jalahalli Traffic PS,HEASRGHATTA MAIN ROAD
1314_7758,Chikkajala PS,BHOVIPALYA
1314_7760,Chikkajala PS,BHOVIPALYA
1314_7761,Chikkajala PS,BHOVIPALYA
1314_7762,Chikkajala PS,BHOVIPALYA
1314_7763,Chikkajala PS,Suggatta
1314_7764,Bagalur PS,CHOKKANAHALLI VILLAGE
1314_7765,Bagalur PS,BAGALUR VILLAGE
1314_7767,Bagalur PS,BAGALUR VILLAGE
1314_7768,Bagalur PS,BAGALUR VILLAGE
1314_7770,Bagalur PS,MAHADEVAKODIGEHALLI
1315_7712,Mahalakshmipuram PS,Mahalakshmi Puram
1315_7731,R.M.C. Yard PS,S R S Road
1315_7732,Yeshwanthapura Traffic PS,R M C YARD
1315_7733,Yeshwanthapura Traffic PS,R M C YARD
1315_7734,Malleshwaram PS,MALLESHWARA
1315_7747,Jalahalli Traffic PS,HEASRGHATTA MAIN ROAD
1315_7750,Jalahalli Traffic PS,HEASRGHATTA MAIN ROAD
1315_7751,Jalahalli Traffic PS,HEASRGHATTA MAIN ROAD
1315_7753,Rajajinagar Traffic PS,NANDINI LAYOUT
1315_7756,Yelahanka New Town PS,INDUSTRIAL AREA
1315_7758,Chikkajala PS,BHOVIPALYA
1315_7760,Chikkajala PS,Channnahalli
1315_7761,Chikkajala PS,Suggatta
1315_7762,Chikkajala Traffic PS,MVIT JUNCTION
1315_7766,Bagalur PS,BAGALUR VILLAGE
1315_7767,Bagalur PS,BAGALUR VILLAGE
1315_7769,Bagalur PS,BAGALUR VILLAGE
1315_7770,Bagalur PS,MAHADEVAKODIGEHALLI
1315_7771,Bagalur PS,MAHADEVAKODIGEHALLI
1315_7772,Bagalur PS,MAHADEVAKODIGEHALLI
1316_7713,R.M.C. Yard PS,Relaince market
1316_7731,R.M.C. Yard PS,Relaince market
1316_7733,Yeshwanthapura Traffic PS,R M C YARD
1316_7746,Jalahalli Traffic PS,HEASRGHATTA MAIN ROAD
1316_7753,Sadashivanagar Traffic PS,J.N.TATA AUDITORIUM
1316_7757,Chikkajala PS,Chikkajala
1316_7758,Sadashivanagar Traffic PS,B B ROAD
1316_7759,Chikkajala PS,Chikkajala
1316_7760,Chikkajala PS,BHOVIPALYA
1316_7761,Chikkajala PS,Meenukunte Hosuru
1316_7762,Chikkajala PS,Chikkajala
1316_7763,Chikkajala PS,Suggatta
1316_7764,Chikkajala PS,Tarabanahalli
1316_7765,Chikkajala PS,Suggatta
1316_7766,Bagalur PS,BANDIKODIGEHALLI VILLAGE
1316_7767,Bagalur PS,BANDIKODIGEHALLI VILLAGE
1316_7768,Bagalur PS,BANDIKODIGEHALLI VILLAGE
1316_7771,Bagalur PS,MAHADEVAKODIGEHALLI
1316_7772,Bagalur PS,MAHADEVAKODIGEHALLI
1317_7700,Whitefield PS,AMBEDKAR NAGARA GUTTE
1317_7717,Byadarahalli PS,Vigneshwaranagar
1317_7731,R.M.C. Yard PS,S R S Road
1317_7732,Rajajinagar Traffic PS,Ullas Talkies road
1317_7733,Yeshwanthapura Traffic PS,R M C YARD
1317_7753,Whitefield PS,MADHURANAGARA
1317_7758,Chikkajala PS,BHOVIPALYA
1317_7759,R.T. Nagar PS,P AND T COLONY
1317_7761,Chikkajala PS,Suggatta
1317_7763,Chikkajala Traffic PS,MVIT JUNCTION
1317_7764,Chikkajala PS,Tarabanahalli
1317_7765,Chikkajala PS,Tarabanahalli
1317_7767,Pulakeshinagar  PS,JEEVANA HALLI
1317_7768,Bagalur PS,BAGALUR VILLAGE
1317_7769,Bagalur PS,BANDIKODIGEHALLI VILLAGE
1317_7770,Bagalur PS,BANDIKODIGEHALLI VILLAGE
1317_7772,Bagalur PS,BANDIKODIGEHALLI VILLAGE
1318_7726,Bagalur PS,BANDIKODIGEHALLI VILLAGE
1318_7732,Rajajinagar Traffic PS,NANDINI LAY OUT
1318_7753,Mahalakshmipuram PS,Geleyara balaga
1318_7755,Yeshwanthapura Traffic PS,R M C YARD
1318_7756,Yeshwanthapura Traffic PS,R M C YARD
1318_7757,Chikkajala PS,Chikkajala
1318_7758,Chikkajala PS,Chikkajala
1318_7763,Chikkajala PS,Tarabanahalli
1318_7764,Chikkajala Traffic PS,MVIT JUNCTION
1318_7765,Chikkajala PS,BHOVIPALYA
1318_7766,Chikkajala PS,BHOVIPALYA
1318_7767,Chikkajala PS,Meenukunte Hosuru
1318_7768,Bagalur PS,BANDIKODIGEHALLI VILLAGE
1318_7769,Bagalur PS,BANDIKODIGEHALLI VILLAGE
1318_7770,Bagalur PS,BANDIKODIGEHALLI VILLAGE
1318_7786,Devanahalli PS,GIRIYAMMA CIRCEL
1318_7789,Bagalagunte PS,RAMAIAH LAYOUT
1319_7724,Subramanyanagar PS,GAYATHRINAGAR
1319_7743,K.R.Puram Traffic PS,MM TEMPAL
1319_7759,Chikkajala PS,Chikkajala
1319_7760,Chikkajala PS,BHOVIPALYA
1319_7761,Chikkajala PS,Suggatta
1319_7762,Chikkajala PS,Chikkajala
1319_7764,Chikkajala Traffic PS,MVIT JUNCTION
1319_7765,Devanahalli Traffic PS,Kannamangala palya gate
1319_7766,Devanahalli Traffic PS,First circle
1319_7767,BIAL PS,Mylanahalli
1319_7768,BIAL PS,Power House
1319_7769,Devanahalli Traffic PS,First circle
1319_7770,Devanahalli Traffic PS,First circle
1319_7771,Devanahalli Traffic PS,First circle
1319_7846,K.R. Puram PS,V.B. LAYOUT
131_773,Rajajinagar Traffic PS,NANDINI LAYOUT
1320_7681,Rajarajeshwari Nagar PS,R.R.NAGARA
1320_7723,Amruthahally PS,Jakkuru Jakkur layout
1320_7733,Yeshwanthapura Traffic PS,R M C YARD
1320_7756,Devanahalli PS,BAJAR STREET
1320_7759,R.T. Nagar PS,GANGANAGAR
1320_7760,Chikkajala PS,Chikkajala
1320_7762,Chikkajala PS,BHOVIPALYA
1320_7763,Chikkajala PS,Chikkajala
1320_7764,Chikkajala Traffic PS,MVIT JUNCTION
1320_7765,Devanahalli Traffic PS,Kannamangala palya gate
1320_7766,Devanahalli Traffic PS,Kannamangala palya gate
1320_7767,Devanahalli Traffic PS,Kannamangala palya gate
1320_7769,Devanahalli Traffic PS,Kannamangala palya gate
1320_7770,BIAL PS,Power House
1320_7771,BIAL PS,Mylanahalli
1320_7772,BIAL PS,Power House
1321_7715,Yelahanka Traffic PS,YELAHANKA NEW TOWN
1321_7721,Mahalakshmipuram PS,Mahalakshmi Puram
1321_7723,Rajajinagar Traffic PS,LAGGERE BRIDGE
1321_7731,R.M.C. Yard PS,S R S Road
1321_7732,Yeshwanthapura Traffic PS,H M T ROAD MATHIKRE
1321_7756,Bagalagunte PS,KALYANA NAGAR
1321_7760,Rajagopal Nagar PS,HEGGANAHALLI
1321_7763,BIAL PS,Sadahalli Bande
1321_7764,Devanahalli Traffic PS,Kannamangala palya gate
1321_7765,BIAL PS,Sadahalli Bande
1321_7766,Bharathi Nagar PS,K. KAMARAJ ROAD
1321_7767,Devanahalli Traffic PS,Kannamangala palya gate
1321_7768,BIAL PS,Mylanahalli
1321_7769,BIAL PS,Mylanahalli
1321_7771,BIAL PS,Mylanahalli
1321_7773,Devanahalli PS,GIRIYAMMA CIRCEL
1321_7774,Devanahalli PS,GIRIYAMMA CIRCEL
